Route ID;Step ID;Town A;Town B;Distance;Driver name
4;3;LE BOUCHET MONT CHARVIN;MEGEVETTE;46.135;Robert ALONSO
4;4;MEGEVETTE;SAXEL;9.375;Robert ALONSO
4;5;SAXEL;BRENTHONNE;2.837;Robert ALONSO
4;6;BRENTHONNE;BONS EN CHABLAIS;2.663;Robert ALONSO
4;7;BONS EN CHABLAIS;CHAUX DU DOMBIEF;51.835;Robert ALONSO
4;8;CHAUX DU DOMBIEF;NOGNA;20.164;Robert ALONSO
4;9;NOGNA;HAUTEROCHE;11.513;Robert ALONSO
4;10;HAUTEROCHE;MIERY;12.124;Robert ALONSO
4;11;MIERY;PASSENANS;3.232;Robert ALONSO
4;12;PASSENANS;ETREPIGNEY;34.329;Robert ALONSO
4;13;ETREPIGNEY;CHATEAUVILLAIN;116.765;Robert ALONSO
4;14;CHATEAUVILLAIN;SERMAIZE LES BAINS;83.337;Robert ALONSO
4;15;SERMAIZE LES BAINS;BROUSSY LE GRAND;76.065;Robert ALONSO
5;1;NIMES;BERNIS;9.663;Eva FISCHER
5;2;BERNIS;VILLEVIEILLE;14.997;Eva FISCHER
5;3;VILLEVIEILLE;AUJARGUES;2.291;Eva FISCHER
5;4;AUJARGUES;FONTANES;5.235;Eva FISCHER
5;5;FONTANES;LECQUES;3.242;Eva FISCHER
5;6;LECQUES;VIC LE FESQ;3.228;Eva FISCHER
5;7;VIC LE FESQ;ORTHOUX SERIGNAC QUILHAN;3.447;Eva FISCHER
5;8;ORTHOUX SERIGNAC QUILHAN;NOTRE DAME DE LONDRES;23.797;Eva FISCHER
5;9;NOTRE DAME DE LONDRES;CEYRAS;31.275;Eva FISCHER
5;10;CEYRAS;ST GUIRAUD;3.34;Eva FISCHER
5;11;ST GUIRAUD;ST JEAN DE LA BLAQUIERE;3.842;Eva FISCHER
5;12;ST JEAN DE LA BLAQUIERE;LE BOSC;3.804;Eva FISCHER
5;13;LE BOSC;LE PUECH;5.202;Eva FISCHER
5;14;LE PUECH;OCTON;3.69;Eva FISCHER
5;15;OCTON;SALASC;4.164;Eva FISCHER
5;16;SALASC;VALMASCLE;2.643;Eva FISCHER
5;17;VALMASCLE;VAILHAN;5.055;Eva FISCHER
5;18;VAILHAN;ROUJAN;4.983;Eva FISCHER
5;19;ROUJAN;BASSAN;12.146;Eva FISCHER
5;20;BASSAN;SERVIAN;4.211;Eva FISCHER
5;21;SERVIAN;LESPIGNAN;19.205;Eva FISCHER
6;1;SEYTROUX;LE BIOT;4.62;Tatyana GARCIA
6;2;LE BIOT;BURDIGNIN;17.115;Tatyana GARCIA
6;3;BURDIGNIN;LE REPOSOIR;27.236;Tatyana GARCIA
6;4;LE REPOSOIR;LA GIETTAZ;13.774;Tatyana GARCIA
6;5;LA GIETTAZ;LE GRAND BORNAND;9.532;Tatyana GARCIA
6;6;LE GRAND BORNAND;MENTHON ST BERNARD;24.128;Tatyana GARCIA
6;7;MENTHON ST BERNARD;EPAGNY METZ TESSY;11.556;Tatyana GARCIA
6;8;EPAGNY METZ TESSY;LA BALME DE SILLINGY;4.895;Tatyana GARCIA
6;9;LA BALME DE SILLINGY;CEYZERIEU;29.381;Tatyana GARCIA
6;10;CEYZERIEU;LA CHAPELLE ST MARTIN;20.589;Tatyana GARCIA
6;11;LA CHAPELLE ST MARTIN;BARBY;19.911;Tatyana GARCIA
6;12;BARBY;CHATENAY;64.599;Tatyana GARCIA
6;13;CHATENAY;BEAUVOIR EN ROYANS;25.475;Tatyana GARCIA
6;14;BEAUVOIR EN ROYANS;REYREVIGNES;276.28;Tatyana GARCIA
6;15;REYREVIGNES;RAYET;90.464;Tatyana GARCIA
6;16;RAYET;LES ARQUES;38.515;Tatyana GARCIA
6;17;LES ARQUES;ESCANECRABE;152.967;Tatyana GARCIA
6;18;ESCANECRABE;MONTGAILLARD SUR SAVE;3.784;Tatyana GARCIA
6;19;MONTGAILLARD SUR SAVE;CHARLAS;2.983;Tatyana GARCIA
6;20;CHARLAS;MONTMAURIN;4.615;Tatyana GARCIA
6;21;MONTMAURIN;VILLENEUVE DE RIVIERE;11.97;Tatyana GARCIA
6;22;VILLENEUVE DE RIVIERE;CASTILLON DE ST MARTORY;14.733;Tatyana GARCIA
6;23;CASTILLON DE ST MARTORY;ESTANCARBON;6.457;Tatyana GARCIA
6;24;ESTANCARBON;PORTET D ASPET;19.513;Tatyana GARCIA
7;1;FONCINE LE BAS;LAC DES ROUGES TRUITES;3.86;Rosa PAVLOVA
7;2;LAC DES ROUGES TRUITES;SAFFLOZ;13.604;Rosa PAVLOVA
7;3;SAFFLOZ;SONGESON;3.511;Rosa PAVLOVA
7;4;SONGESON;SAUGEOT;4.96;Rosa PAVLOVA
7;5;SAUGEOT;CHAREZIER;7.545;Rosa PAVLOVA
7;6;CHAREZIER;PUBLY;6.012;Rosa PAVLOVA
7;7;PUBLY;MARNEZIA;6.082;Rosa PAVLOVA
7;8;MARNEZIA;COURBETTE;5.72;Rosa PAVLOVA
7;9;COURBETTE;LESSARD EN BRESSE;40.306;Rosa PAVLOVA
7;10;LESSARD EN BRESSE;CHISSEY LES MACON;35.681;Rosa PAVLOVA
7;11;CHISSEY LES MACON;DIEME;65.927;Rosa PAVLOVA
7;12;DIEME;LA RICAMARIE;62.631;Rosa PAVLOVA
7;13;LA RICAMARIE;VILLARS;7.381;Rosa PAVLOVA
7;14;VILLARS;VIVEROLS;36.939;Rosa PAVLOVA
7;15;VIVEROLS;ST BONNET LE CHASTEL;19.27;Rosa PAVLOVA
7;16;ST BONNET LE CHASTEL;VERGONGHEON;25.947;Rosa PAVLOVA
7;17;VERGONGHEON;LEOTOING;7.391;Rosa PAVLOVA
7;18;LEOTOING;AUTRAC;8.862;Rosa PAVLOVA
7;19;AUTRAC;NEUSSARGUES EN PINATELLE;25.418;Rosa PAVLOVA
7;20;NEUSSARGUES EN PINATELLE;LAVEISSIERE;13.638;Rosa PAVLOVA
7;21;LAVEISSIERE;VEZAC;30.879;Rosa PAVLOVA
7;22;VEZAC;TAUSSAC;11.95;Rosa PAVLOVA
7;23;TAUSSAC;FIRMI;39.51;Rosa PAVLOVA
7;24;FIRMI;ROUSSENNAC;12.493;Rosa PAVLOVA
7;25;ROUSSENNAC;TREBAN;40.286;Rosa PAVLOVA
8;1;VAUDRECHING;BUDLING;15.248;Angela ANDERSSON
8;2;BUDLING;AUGNY;36.452;Angela ANDERSSON
8;3;AUGNY;SILLEGNY;7.944;Angela ANDERSSON
8;4;SILLEGNY;MAILLY SUR SEILLE;10.817;Angela ANDERSSON
8;5;MAILLY SUR SEILLE;ARRAYE ET HAN;9.581;Angela ANDERSSON
8;6;ARRAYE ET HAN;LAITRE SOUS AMANCE;10.72;Angela ANDERSSON
8;7;LAITRE SOUS AMANCE;MONTENOY;6.538;Angela ANDERSSON
8;8;MONTENOY;BOUXIERES AUX CHENES;3.434;Angela ANDERSSON
8;9;BOUXIERES AUX CHENES;SALONNES;16.354;Angela ANDERSSON
8;10;SALONNES;LANDECOURT;32.391;Angela ANDERSSON
8;11;LANDECOURT;XONRUPT LONGEMER;62.092;Angela ANDERSSON
8;12;XONRUPT LONGEMER;LES BATIES;101.4;Angela ANDERSSON
8;13;LES BATIES;MISEREY SALINES;24.644;Angela ANDERSSON
8;14;MISEREY SALINES;BESANCON;5.005;Angela ANDERSSON
8;15;BESANCON;BELMONT;40.277;Angela ANDERSSON
8;16;BELMONT;VAUDREY;6.981;Angela ANDERSSON
8;17;VAUDREY;GROZON;9.904;Angela ANDERSSON
8;18;GROZON;CHAREZIER;30.746;Angela ANDERSSON
8;19;CHAREZIER;LARRIVOIRE;31.024;Angela ANDERSSON
8;20;LARRIVOIRE;LA PESSE;7.684;Angela ANDERSSON
8;21;LA PESSE;FARGES;13.826;Angela ANDERSSON
8;22;FARGES;REIGNIER ESERY;28.06;Angela ANDERSSON
8;23;REIGNIER ESERY;CHAMOUX SUR GELON;67.017;Angela ANDERSSON
8;24;CHAMOUX SUR GELON;ST MARTIN SUR LA CHAMBRE;19.758;Angela ANDERSSON
8;25;ST MARTIN SUR LA CHAMBRE;ST JULIEN MONT DENIS;12.667;Angela ANDERSSON
8;26;ST JULIEN MONT DENIS;CHANOUSSE;118.184;Angela ANDERSSON
9;1;LA FORCE;BEAUPOUYET;14.35;Tomasz HERNANDEZ
9;2;BEAUPOUYET;ORIVAL;36.033;Tomasz HERNANDEZ
9;3;ORIVAL;BROUCHAUD;73.28;Tomasz HERNANDEZ
9;4;BROUCHAUD;ST AUGUSTIN;70.144;Tomasz HERNANDEZ
9;5;ST AUGUSTIN;LA VILLEDIEU;33.666;Tomasz HERNANDEZ
9;6;LA VILLEDIEU;SAZERAY;80.327;Tomasz HERNANDEZ
9;7;SAZERAY;VOUZERON;92.808;Tomasz HERNANDEZ
9;8;VOUZERON;ATHIE;137.153;Tomasz HERNANDEZ
9;9;ATHIE;MONTREAL;4.403;Tomasz HERNANDEZ
9;10;MONTREAL;SANTIGNY;6.158;Tomasz HERNANDEZ
9;11;SANTIGNY;VASSY SOUS PISY;3.529;Tomasz HERNANDEZ
9;12;VASSY SOUS PISY;FAIN LES MOUTIERS;3.47;Tomasz HERNANDEZ
9;13;FAIN LES MOUTIERS;ARGENTEUIL SUR ARMANCON;19.645;Tomasz HERNANDEZ
9;14;ARGENTEUIL SUR ARMANCON;BOUIX;32.458;Tomasz HERNANDEZ
9;15;BOUIX;ORMOY LES SEXFONTAINES;57.018;Tomasz HERNANDEZ
9;16;ORMOY LES SEXFONTAINES;VIGNORY;5.982;Tomasz HERNANDEZ
9;17;VIGNORY;EFFINCOURT;27.49;Tomasz HERNANDEZ
9;18;EFFINCOURT;GRIMAUCOURT PRES SAMPIGNY;35.472;Tomasz HERNANDEZ
9;19;GRIMAUCOURT PRES SAMPIGNY;XIVRAY ET MARVOISIN;21.48;Tomasz HERNANDEZ
9;20;XIVRAY ET MARVOISIN;GROSROUVRES;9.482;Tomasz HERNANDEZ
9;21;GROSROUVRES;XAMMES;16.506;Tomasz HERNANDEZ
9;22;XAMMES;VILLERS LE ROND;60.75;Tomasz HERNANDEZ
10;1;AUDINGHEN;BAZINGHEN;4.217;Evgeniy DAVIES
10;2;BAZINGHEN;BOURNONVILLE;19.865;Evgeniy DAVIES
10;3;BOURNONVILLE;BECOURT;7.632;Evgeniy DAVIES
10;4;BECOURT;BOUIN PLUMOISON;29.84;Evgeniy DAVIES
10;5;BOUIN PLUMOISON;BEHEN;39.405;Evgeniy DAVIES
10;6;BEHEN;HUPPY;3.026;Evgeniy DAVIES
10;7;HUPPY;REGNIERE ECLUSE;29.265;Evgeniy DAVIES
10;8;REGNIERE ECLUSE;ARRY;3.325;Evgeniy DAVIES
10;9;ARRY;CAMPIGNEULLES LES PETITES;17.682;Evgeniy DAVIES
10;10;CAMPIGNEULLES LES PETITES;PARENTY;17.72;Evgeniy DAVIES
10;11;PARENTY;MAISNIERES;65.918;Evgeniy DAVIES
10;12;MAISNIERES;ST VICTOR DE BUTHON;184.58;Evgeniy DAVIES
10;13;ST VICTOR DE BUTHON;HAPPONVILLIERS;12.725;Evgeniy DAVIES
10;14;HAPPONVILLIERS;BEAUMONT LES AUTELS;15.057;Evgeniy DAVIES
10;15;BEAUMONT LES AUTELS;LA CHAPELLE HUON;46.17;Evgeniy DAVIES
10;16;LA CHAPELLE HUON;TAVANT;85.941;Evgeniy DAVIES
10;17;TAVANT;LA CHAPELLE MOULIERE;53.731;Evgeniy DAVIES
10;18;LA CHAPELLE MOULIERE;ST SEURIN SUR L ISLE;186.739;Evgeniy DAVIES
10;19;ST SEURIN SUR L ISLE;STE TERRE;21.877;Evgeniy DAVIES
10;20;STE TERRE;ESPIET;12.147;Evgeniy DAVIES
10;21;ESPIET;LA SAUVE;5.165;Evgeniy DAVIES
10;22;LA SAUVE;RIONS;10.715;Evgeniy DAVIES
10;23;RIONS;CARDAN;1.881;Evgeniy DAVIES
10;24;CARDAN;BIGANOS;49.739;Evgeniy DAVIES
10;25;BIGANOS;LA TESTE DE BUCH;21.232;Evgeniy DAVIES
10;26;LA TESTE DE BUCH;BISCARROSSE;16.592;Evgeniy DAVIES
11;1;FAUCON DE BARCELONNETTE;BARATIER;17.045;Aleksandra NAVARRO
11;2;BARATIER;MONTGARDIN;22.044;Aleksandra NAVARRO
11;3;MONTGARDIN;LETTRET;14.58;Aleksandra NAVARRO
11;4;LETTRET;LE DEVOLUY;26.836;Aleksandra NAVARRO
11;5;LE DEVOLUY;ENTRAIGUES;23.585;Aleksandra NAVARRO
11;6;ENTRAIGUES;HUEZ;24.926;Aleksandra NAVARRO
11;7;HUEZ;MONTRICHER ALBANNE;28.544;Aleksandra NAVARRO
11;8;MONTRICHER ALBANNE;THOIRY;51.365;Aleksandra NAVARRO
11;9;THOIRY;LA COMPOTE;10.518;Aleksandra NAVARRO
11;10;LA COMPOTE;LESCHAUX;13.035;Aleksandra NAVARRO
11;11;LESCHAUX;NANGY;44.26;Aleksandra NAVARRO
11;12;NANGY;PERS JUSSY;6.498;Aleksandra NAVARRO
11;13;PERS JUSSY;BRIZON;15.427;Aleksandra NAVARRO
11;14;BRIZON;CUVIER;93.804;Aleksandra NAVARRO
11;15;CUVIER;VILLERS SOUS CHALAMONT;7.159;Aleksandra NAVARRO
11;16;VILLERS SOUS CHALAMONT;STE ANNE;7.142;Aleksandra NAVARRO
11;17;STE ANNE;DOURNON;2.287;Aleksandra NAVARRO
11;18;DOURNON;IVREY;8.475;Aleksandra NAVARRO
11;19;IVREY;CHAMPAGNE SUR LOUE;8.415;Aleksandra NAVARRO
11;20;CHAMPAGNE SUR LOUE;CHALEZEULE;31.672;Aleksandra NAVARRO
11;21;CHALEZEULE;CHAMESOL;59.604;Aleksandra NAVARRO
11;22;CHAMESOL;THIANCOURT;21.882;Aleksandra NAVARRO
11;23;THIANCOURT;ESSERT;18.165;Aleksandra NAVARRO
11;24;ESSERT;DENNEY;7.469;Aleksandra NAVARRO
11;25;DENNEY;PETITEFONTAINE;10.776;Aleksandra NAVARRO
11;26;PETITEFONTAINE;BERNWILLER;13.444;Aleksandra NAVARRO
11;27;BERNWILLER;NIFFER;23.559;Aleksandra NAVARRO
12;1;GERVILLE;AUBERVILLE LA RENAULT;3.851;Giovanni GARCIA
12;2;AUBERVILLE LA RENAULT;MANIQUERVILLE;2.497;Giovanni GARCIA
12;3;MANIQUERVILLE;SAUSSEUZEMARE EN CAUX;2.733;Giovanni GARCIA
12;4;SAUSSEUZEMARE EN CAUX;FONGUEUSEMARE;2.888;Giovanni GARCIA
12;5;FONGUEUSEMARE;VERGETOT;7.305;Giovanni GARCIA
12;6;VERGETOT;ANGERVILLE L ORCHER;2.895;Giovanni GARCIA
12;7;ANGERVILLE L ORCHER;VIRVILLE;4.704;Giovanni GARCIA
12;8;VIRVILLE;GRAIMBOUVILLE;1.994;Giovanni GARCIA
12;9;GRAIMBOUVILLE;ST GILLES DE LA NEUVILLE;2.744;Giovanni GARCIA
12;10;ST GILLES DE LA NEUVILLE;ETAINHUS;4.501;Giovanni GARCIA
12;11;ETAINHUS;SAINNEVILLE;1.948;Giovanni GARCIA
12;12;SAINNEVILLE;ST LAURENT DE BREVEDENT;2.814;Giovanni GARCIA
12;13;ST LAURENT DE BREVEDENT;GAINNEVILLE;1.909;Giovanni GARCIA
12;14;GAINNEVILLE;ST MARTIN DU MANOIR;2.615;Giovanni GARCIA
12;15;ST MARTIN DU MANOIR;HARFLEUR;3.74;Giovanni GARCIA
12;16;HARFLEUR;LE HAVRE;4.374;Giovanni GARCIA
12;17;LE HAVRE;FONTAINE LA MALLET;4.525;Giovanni GARCIA
12;18;FONTAINE LA MALLET;FONTENAY;4.32;Giovanni GARCIA
12;19;FONTENAY;CAUVILLE SUR MER;3.622;Giovanni GARCIA
12;20;CAUVILLE SUR MER;OCTEVILLE SUR MER;4.372;Giovanni GARCIA
12;21;OCTEVILLE SUR MER;STE ADRESSE;6.158;Giovanni GARCIA
12;22;STE ADRESSE;AMFREVILLE;37.095;Giovanni GARCIA
12;23;AMFREVILLE;MATHIEU;9.071;Giovanni GARCIA
12;24;MATHIEU;COLOMBY ANGUERNY;3.184;Giovanni GARCIA
12;25;COLOMBY ANGUERNY;BASLY;1.808;Giovanni GARCIA
12;26;BASLY;FONTAINE HENRY;3.019;Giovanni GARCIA
12;27;FONTAINE HENRY;BANVILLE;3.844;Giovanni GARCIA
12;28;BANVILLE;ST COME DE FRESNE;8.627;Giovanni GARCIA
13;1;JAMBLES;STE HELENE;3.906;Josef EVANS
13;2;STE HELENE;JAMBLES;3.906;Josef EVANS
13;3;JAMBLES;MELLECEY;7.095;Josef EVANS
13;4;MELLECEY;ST SERNIN DU BOIS;25.439;Josef EVANS
13;5;ST SERNIN DU BOIS;BILLEZOIS;95.471;Josef EVANS
13;6;BILLEZOIS;SERBANNES;21.257;Josef EVANS
13;7;SERBANNES;COGNAT LYONNE;4.318;Josef EVANS
13;8;COGNAT LYONNE;ST PONT;5.766;Josef EVANS
13;9;ST PONT;ESCUROLLES;3.021;Josef EVANS
13;10;ESCUROLLES;CHAREIL CINTRAT;14.106;Josef EVANS
13;11;CHAREIL CINTRAT;ST VICTOR;49.56;Josef EVANS
13;12;ST VICTOR;AUGE;27.143;Josef EVANS
13;13;AUGE;TROIS FONDS;7.367;Josef EVANS
13;14;TROIS FONDS;ST AMAND;29.707;Josef EVANS
13;15;ST AMAND;ST MARC A FRONGIER;9.819;Josef EVANS
13;16;ST MARC A FRONGIER;LE MONTEIL AU VICOMTE;12.145;Josef EVANS
13;17;LE MONTEIL AU VICOMTE;PEYRAT LE CHATEAU;17.241;Josef EVANS
13;18;PEYRAT LE CHATEAU;ST AMAND LE PETIT;4.441;Josef EVANS
13;19;ST AMAND LE PETIT;ESPARTIGNAC;43.382;Josef EVANS
13;20;ESPARTIGNAC;ST HILAIRE TAURIEUX;39.828;Josef EVANS
13;21;ST HILAIRE TAURIEUX;LOSTANGES;4.86;Josef EVANS
13;22;LOSTANGES;CUREMONTE;7.397;Josef EVANS
13;23;CUREMONTE;MARCILLAC LA CROZE;3.585;Josef EVANS
13;24;MARCILLAC LA CROZE;ST JULIEN MAUMONT;2.209;Josef EVANS
13;25;ST JULIEN MAUMONT;MEYSSAC;2.661;Josef EVANS
13;26;MEYSSAC;LANTEUIL;8.252;Josef EVANS
13;27;LANTEUIL;LISSAC SUR COUZE;14.175;Josef EVANS
13;28;LISSAC SUR COUZE;PAZAYAC;6.865;Josef EVANS
13;29;PAZAYAC;VILLAC;11.907;Josef EVANS
13;30;VILLAC;LA CHAPELLE ST JEAN;6.697;Josef EVANS
13;31;LA CHAPELLE ST JEAN;THIVIERS;32.638;Josef EVANS
13;32;THIVIERS;CHAMPS ROMAIN;16.589;Josef EVANS
13;33;CHAMPS ROMAIN;BOURG DES MAISONS;34.718;Josef EVANS
13;34;BOURG DES MAISONS;GRAND BRASSAC;5.723;Josef EVANS
13;35;GRAND BRASSAC;LEGUILLAC DE L AUCHE;13.642;Josef EVANS
13;36;LEGUILLAC DE L AUCHE;LES PEINTURES;52.066;Josef EVANS
13;37;LES PEINTURES;ST MARTIN DU BOIS;14.442;Josef EVANS
13;38;ST MARTIN DU BOIS;VILLEGOUGE;6.765;Josef EVANS
13;39;VILLEGOUGE;CURSAN;19.765;Josef EVANS
13;40;CURSAN;LANTON;50.825;Josef EVANS
14;1;LE PORGE;CASTELNAU DE MEDOC;30.185;Karin GUTIERREZ
14;2;CASTELNAU DE MEDOC;CHEPNIERS;46.959;Karin GUTIERREZ
14;3;CHEPNIERS;ST PIERRE DU PALAIS;17.326;Karin GUTIERREZ
14;4;ST PIERRE DU PALAIS;MENESPLET;26.57;Karin GUTIERREZ
14;5;MENESPLET;PARRANQUET;67.769;Karin GUTIERREZ
14;6;PARRANQUET;SALLES;15.799;Karin GUTIERREZ
14;7;SALLES;RAMPIEUX;20.556;Karin GUTIERREZ
14;8;RAMPIEUX;BELMONT BRETENOUX;87.773;Karin GUTIERREZ
14;9;BELMONT BRETENOUX;ST JEAN LESPINASSE;3.749;Karin GUTIERREZ
14;10;ST JEAN LESPINASSE;ST BONNET LES TOURS DE MERLE;26.682;Karin GUTIERREZ
14;11;ST BONNET LES TOURS DE MERLE;LOUBRESSAC;29.445;Karin GUTIERREZ
14;12;LOUBRESSAC;LAVERGNE;7.448;Karin GUTIERREZ
14;13;LAVERGNE;LE BASTIT;12.085;Karin GUTIERREZ
14;14;LE BASTIT;MONTAMEL;20.445;Karin GUTIERREZ
14;15;MONTAMEL;LAMAGDELAINE;15.136;Karin GUTIERREZ
14;16;LAMAGDELAINE;MONTDOUMERC;20.393;Karin GUTIERREZ
14;17;MONTDOUMERC;CEZAC;14.384;Karin GUTIERREZ
14;18;CEZAC;VALDERIES;80.111;Karin GUTIERREZ
14;19;VALDERIES;POULAN POUZOLS;20.459;Karin GUTIERREZ
14;20;POULAN POUZOLS;SIEURAC;5.647;Karin GUTIERREZ
14;21;SIEURAC;ROQUEREDONDE;90.008;Karin GUTIERREZ
14;22;ROQUEREDONDE;MONS;85.734;Karin GUTIERREZ
14;23;MONS;ST MAXIMIN;26.705;Karin GUTIERREZ
14;24;ST MAXIMIN;VILLENEUVE LES AVIGNON;27.142;Karin GUTIERREZ
14;25;VILLENEUVE LES AVIGNON;VILLEMUS;74.47;Karin GUTIERREZ
15;1;BLAY;LE GRAIS;80.598;Andrea IVANOV
15;2;LE GRAIS;JOUE EN CHARNIE;70.132;Andrea IVANOV
15;3;JOUE EN CHARNIE;ST SYMPHORIEN;8.075;Andrea IVANOV
15;4;ST SYMPHORIEN;LA BERNARDIERE;143.891;Andrea IVANOV
15;5;LA BERNARDIERE;BOUSSAY;8.611;Andrea IVANOV
15;6;BOUSSAY;LES LANDES GENUSSON;10.019;Andrea IVANOV
15;7;LES LANDES GENUSSON;ST MARTIN DES TILLEULS;5.088;Andrea IVANOV
15;8;ST MARTIN DES TILLEULS;SEVREMONT;21.858;Andrea IVANOV
15;9;SEVREMONT;MONTRAVERS;8.849;Andrea IVANOV
15;10;MONTRAVERS;LA PETITE BOISSIERE;5.339;Andrea IVANOV
15;11;LA PETITE BOISSIERE;VOULMENTIN;17.268;Andrea IVANOV
15;12;VOULMENTIN;COULONGES THOUARSAIS;14.278;Andrea IVANOV
15;13;COULONGES THOUARSAIS;ST JEAN DE THOUARS;9.417;Andrea IVANOV
15;14;ST JEAN DE THOUARS;MARNES;18.97;Andrea IVANOV
15;15;MARNES;LA GRIMAUDIERE;6.724;Andrea IVANOV
15;16;LA GRIMAUDIERE;VILLIERS;18.252;Andrea IVANOV
15;17;VILLIERS;MIGNE AUXANCES;11.063;Andrea IVANOV
15;18;MIGNE AUXANCES;VOUNEUIL SOUS BIARD;6.493;Andrea IVANOV
15;19;VOUNEUIL SOUS BIARD;ITEUIL;10.552;Andrea IVANOV
15;20;ITEUIL;LATILLE;22.404;Andrea IVANOV
15;21;LATILLE;AUGE;32.296;Andrea IVANOV
15;22;AUGE;FRESSINES;13.887;Andrea IVANOV
15;23;FRESSINES;BRULAIN;13.389;Andrea IVANOV
15;24;BRULAIN;MONTJEAN;35.591;Andrea IVANOV
15;25;MONTJEAN;ST MARTIAL DE MIRAMBEAU;95.338;Andrea IVANOV
15;26;ST MARTIAL DE MIRAMBEAU;ST GENES DE BLAYE;24.816;Andrea IVANOV
15;27;ST GENES DE BLAYE;SAUMOS;38.378;Andrea IVANOV
16;1;VILLENAVE PRES BEARN;SOUBLECAUSE;19.359;Rosa SMIRNOVA
